,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
1839,2022,Senior Level,Full-time,Data Engineering,115000,USD,115000,US,On-Site,US,Medium
1840,2022,Senior Level,Full-time,Machine Learning,150000,USD,150000,US,Full-Remote,US,Medium
1841,2022,Mid Level,Full-time,Data Analyst,150000,USD,150000,US,On-Site,US,Medium
1842,2022,Mid Level,Full-time,Data Analyst,100000,USD,100000,US,On-Site,US,Medium
1843,2022,Mid Level,Full-time,Data Science,150000,USD,150000,US,Full-Remote,US,Medium
1844,2022,Mid Level,Full-time,Data Science,127500,USD,127500,US,Full-Remote,US,Medium
1845,2022,Senior Level,Full-time,Data Science,126500,USD,126500,US,Full-Remote,US,Medium
1846,2022,Senior Level,Full-time,Data Science,51000,USD,51000,US,Full-Remote,US,Medium
1847,2022,Mid Level,Full-time,Data Engineering,260000,USD,260000,US,On-Site,US,Medium
1848,2022,Mid Level,Full-time,Data Engineering,175000,USD,175000,US,On-Site,US,Medium
1849,2022,Entry Level,Full-time,Data Science,40000,USD,40000,AU,Full-Remote,PK,Medium
1850,2022,Entry Level,Full-time,Machine Learning,40000,USD,40000,PK,Full-Remote,AU,Medium
1851,2022,Senior Level,Full-time,Data Engineering,250000,USD,250000,US,Full-Remote,US,Medium
1852,2022,Senior Level,Full-time,Data Engineering,63000,USD,63000,US,Full-Remote,US,Medium
1853,2022,Senior Level,Full-time,Machine Learning,210000,USD,210000,US,Full-Remote,US,Medium
1854,2022,Senior Level,Full-time,Machine Learning,160000,USD,160000,US,Full-Remote,US,Medium
1855,2022,Senior Level,Full-time,Data Science,272550,USD,272550,US,Full-Remote,US,Medium
1856,2022,Senior Level,Full-time,Data Science,198200,USD,198200,US,Full-Remote,US,Medium
1857,2022,Mid Level,Full-time,Data Science,90000,EUR,94560,FR,Full-Remote,FR,Medium
1858,2022,Mid Level,Full-time,Data Science,50000,EUR,52533,FR,Full-Remote,FR,Medium
1859,2022,Senior Level,Full-time,Data Science,220000,USD,220000,US,On-Site,US,Medium
1860,2022,Senior Level,Full-time,Data Science,146000,USD,146000,US,On-Site,US,Medium
1861,2022,Mid Level,Full-time,Data Analyst,150000,USD,150000,US,On-Site,US,Medium
1862,2022,Mid Level,Full-time,Data Analyst,100000,USD,100000,US,On-Site,US,Medium
1863,2022,Senior Level,Full-time,Machine Learning,248400,USD,248400,CA,Full-Remote,CA,Medium
1864,2022,Senior Level,Full-time,Machine Learning,183600,USD,183600,CA,Full-Remote,CA,Medium
1865,2022,Mid Level,Full-time,Data Engineering,150000,USD,150000,US,Full-Remote,US,Medium
1866,2022,Mid Level,Full-time,Data Engineering,150000,USD,150000,US,Full-Remote,US,Medium
1867,2022,Entry Level,Full-time,Machine Learning,40000,USD,40000,PK,Full-Remote,AU,Medium
1868,2022,Senior Level,Full-time,Data Science,4460000,INR,56723,IN,On-Site,IN,Large
1869,2022,Mid Level,Full-time,Data Engineering,120000,USD,120000,US,On-Site,US,Medium
1870,2022,Mid Level,Full-time,Data Engineering,95000,USD,95000,US,On-Site,US,Medium
1871,2022,Entry Level,Full-time,Data Engineering,160000,USD,160000,US,On-Site,US,Medium
1872,2022,Entry Level,Full-time,Data Engineering,135000,USD,135000,US,On-Site,US,Medium
1873,2022,Entry Level,Full-time,Data Science,23000,EUR,24165,IT,Half-Remote,IT,Medium
1874,2022,Senior Level,Full-time,Data Engineering,216000,USD,216000,US,Full-Remote,US,Medium
1875,2022,Senior Level,Full-time,Data Engineering,144000,USD,144000,US,Full-Remote,US,Medium
1876,2022,Entry Level,Full-time,Data Engineering,85000,USD,85000,US,On-Site,US,Medium
1877,2022,Entry Level,Full-time,Data Engineering,65000,USD,65000,US,On-Site,US,Medium
1878,2022,Senior Level,Full-time,Data Analyst,149000,USD,149000,US,Full-Remote,US,Medium
1879,2022,Senior Level,Full-time,Data Analyst,119000,USD,119000,US,Full-Remote,US,Medium
1880,2022,Senior Level,Full-time,Data Science,140000,USD,140000,US,On-Site,US,Medium
1881,2022,Senior Level,Full-time,Data Science,120000,USD,120000,US,On-Site,US,Medium
1882,2022,Mid Level,Full-time,Data Science,150000,USD,150000,US,On-Site,US,Medium
1883,2022,Mid Level,Full-time,Data Science,110000,USD,110000,US,On-Site,US,Medium
1884,2022,Senior Level,Full-time,Machine Learning,246000,USD,246000,US,Full-Remote,US,Medium
1885,2022,Senior Level,Full-time,Machine Learning,201000,USD,201000,US,Full-Remote,US,Medium
1886,2022,Senior Level,Full-time,Data Science,190000,USD,190000,US,On-Site,US,Medium
1887,2022,Senior Level,Full-time,Data Science,155000,USD,155000,US,On-Site,US,Medium
1888,2022,Senior Level,Full-time,Machine Learning,235000,USD,235000,US,Full-Remote,US,Medium
1889,2022,Senior Level,Full-time,Machine Learning,185000,USD,185000,US,Full-Remote,US,Medium
1890,2022,Senior Level,Full-time,Data Engineering,190000,USD,190000,US,Full-Remote,US,Medium
1891,2022,Senior Level,Full-time,Data Engineering,160000,USD,160000,US,Full-Remote,US,Medium
1892,2022,Entry Level,Full-time,Data Analyst,100000,USD,100000,US,Full-Remote,US,Medium
1893,2022,Mid Level,Full-time,Data Engineering,130000,USD,130000,US,On-Site,US,Medium
1894,2022,Mid Level,Full-time,Data Engineering,115000,USD,115000,US,On-Site,US,Medium
1895,2022,Mid Level,Full-time,Data Science,75000,GBP,92350,GB,On-Site,GB,Medium
1896,2022,Mid Level,Full-time,Data Science,55000,GBP,67723,GB,On-Site,GB,Medium
1897,2022,Mid Level,Full-time,Data Engineering,105000,USD,105000,US,On-Site,US,Medium
1898,2022,Mid Level,Full-time,Data Engineering,70000,USD,70000,US,On-Site,US,Medium
1899,2022,Senior Level,Full-time,Machine Learning,204500,USD,204500,US,On-Site,US,Medium
1900,2022,Senior Level,Full-time,Machine Learning,142200,USD,142200,US,On-Site,US,Medium
1901,2022,Senior Level,Full-time,Machine Learning,192000,USD,192000,US,Full-Remote,US,Medium
1902,2022,Senior Level,Full-time,Machine Learning,164000,USD,164000,US,Full-Remote,US,Medium
1903,2022,Senior Level,Full-time,Data Engineering,185900,USD,185900,US,On-Site,US,Medium
1904,2022,Senior Level,Full-time,Data Engineering,129300,USD,129300,US,On-Site,US,Medium
1905,2022,Senior Level,Full-time,Data Engineering,130000,USD,130000,US,On-Site,US,Medium
1906,2022,Senior Level,Full-time,Data Engineering,75000,USD,75000,US,On-Site,US,Medium
1907,2022,Senior Level,Full-time,Top Level Management,175000,USD,175000,US,On-Site,US,Medium
1908,2022,Senior Level,Full-time,Top Level Management,120000,USD,120000,US,On-Site,US,Medium
1909,2022,Senior Level,Full-time,Data Engineering,167500,USD,167500,US,On-Site,US,Medium
1910,2022,Senior Level,Full-time,Data Engineering,106500,USD,106500,US,On-Site,US,Medium
1911,2022,Mid Level,Full-time,Data Analyst,75000,USD,75000,US,Full-Remote,US,Medium
1912,2022,Mid Level,Full-time,Data Analyst,60000,USD,60000,US,Full-Remote,US,Medium
1913,2022,Senior Level,Full-time,Data Science,184000,USD,184000,US,Full-Remote,US,Medium
1914,2022,Senior Level,Full-time,Data Science,142000,USD,142000,US,Full-Remote,US,Medium
1915,2022,Mid Level,Full-time,Data Science,145000,USD,145000,US,On-Site,US,Medium
1916,2022,Mid Level,Full-time,Data Science,100000,USD,100000,US,On-Site,US,Medium
1917,2022,Entry Level,Full-time,Machine Learning,10000,USD,10000,MA,Half-Remote,MA,Small
1918,2022,Mid Level,Full-time,Data Science,2500000,INR,31795,IN,Full-Remote,US,Medium
1919,2022,Mid Level,Full-time,Machine Learning,198000,PLN,44365,PL,Full-Remote,PL,Small
1920,2022,Senior Level,Full-time,Data Engineering,175000,USD,175000,US,On-Site,US,Medium
1921,2022,Senior Level,Full-time,Data Engineering,120000,USD,120000,US,On-Site,US,Medium
1922,2022,Senior Level,Full-time,Data Engineering,175000,USD,175000,US,On-Site,US,Medium
1923,2022,Senior Level,Full-time,Data Engineering,120000,USD,120000,US,On-Site,US,Medium
1924,2022,Executive Level,Full-time,Data Engineering,200000,USD,200000,US,On-Site,US,Medium
1925,2022,Executive Level,Full-time,Data Engineering,145000,USD,145000,US,On-Site,US,Medium
1926,2022,Mid Level,Full-time,Data Engineering,75000,GBP,92350,GB,Full-Remote,GB,Medium
1927,2022,Mid Level,Full-time,Data Engineering,60000,GBP,73880,GB,Full-Remote,GB,Medium
1928,2022,Senior Level,Full-time,Data Engineering,145000,USD,145000,US,On-Site,US,Medium
1929,2022,Senior Level,Full-time,Data Engineering,100000,USD,100000,US,On-Site,US,Medium
1930,2022,Senior Level,Full-time,Data Science,192000,USD,192000,US,Full-Remote,US,Medium
1931,2022,Senior Level,Full-time,Data Science,164000,USD,164000,US,Full-Remote,US,Medium
1932,2022,Executive Level,Full-time,Data Engineering,310000,USD,310000,US,Full-Remote,US,Medium
1933,2022,Executive Level,Full-time,Data Engineering,239000,USD,239000,US,Full-Remote,US,Medium
1934,2022,Senior Level,Full-time,Data Analyst,120000,USD,120000,US,On-Site,US,Medium
1935,2022,Senior Level,Full-time,Data Analyst,95000,USD,95000,US,On-Site,US,Medium
1936,2022,Senior Level,Full-time,Machine Learning,145000,USD,145000,US,On-Site,US,Medium
1937,2022,Senior Level,Full-time,Machine Learning,135000,USD,135000,US,On-Site,US,Medium
1938,2022,Senior Level,Full-time,Data Engineering,100000,USD,100000,US,On-Site,US,Medium
1939,2022,Senior Level,Full-time,Data Engineering,78000,USD,78000,US,On-Site,US,Medium
1940,2022,Senior Level,Full-time,Data Engineering,70000,EUR,73546,ES,On-Site,ES,Medium
1941,2022,Senior Level,Full-time,Data Engineering,35000,EUR,36773,ES,On-Site,ES,Medium
1942,2022,Mid Level,Full-time,Data Engineering,160000,USD,160000,US,Full-Remote,US,Medium
1943,2022,Mid Level,Full-time,Data Engineering,120000,USD,120000,US,Full-Remote,US,Medium
1944,2022,Senior Level,Full-time,Data Science,190000,USD,190000,US,On-Site,US,Medium
1945,2022,Senior Level,Full-time,Data Science,150000,USD,150000,US,On-Site,US,Medium
1946,2022,Mid Level,Full-time,Data Engineering,2800000,INR,35610,IN,Half-Remote,IN,Large
1947,2022,Senior Level,Full-time,Machine Learning,125000,USD,125000,CO,Full-Remote,CO,Large
1948,2022,Senior Level,Full-time,Data Engineering,120000,USD,120000,US,On-Site,US,Medium
1949,2022,Senior Level,Full-time,Data Engineering,95000,USD,95000,US,On-Site,US,Medium
1950,2022,Mid Level,Full-time,Data Analyst,150000,USD,150000,US,On-Site,US,Medium
1951,2022,Mid Level,Full-time,Data Analyst,100000,USD,100000,US,On-Site,US,Medium
1952,2022,Senior Level,Full-time,Data Science,45000,EUR,47280,ES,On-Site,ES,Medium
1953,2022,Senior Level,Full-time,Data Science,36000,EUR,37824,ES,On-Site,ES,Medium
1954,2022,Senior Level,Full-time,Data Analyst,115934,USD,115934,US,Full-Remote,US,Medium
1955,2022,Senior Level,Full-time,Data Analyst,81666,USD,81666,US,Full-Remote,US,Medium
1956,2022,Senior Level,Full-time,Data Science,175000,USD,175000,US,Full-Remote,US,Medium
1957,2022,Senior Level,Full-time,Data Science,140000,USD,140000,US,Full-Remote,US,Medium
1958,2022,Senior Level,Full-time,Data Engineering,120000,USD,120000,US,On-Site,US,Medium
1959,2022,Senior Level,Full-time,Data Engineering,95000,USD,95000,US,On-Site,US,Medium
1960,2022,Senior Level,Full-time,Data Science,249500,USD,249500,US,On-Site,US,Medium
1961,2022,Senior Level,Full-time,Data Science,149850,USD,149850,US,On-Site,US,Medium
1962,2022,Mid Level,Full-time,Data Analyst,122500,USD,122500,US,Full-Remote,US,Medium
1963,2022,Mid Level,Full-time,Data Analyst,100000,USD,100000,US,Full-Remote,US,Medium
1964,2022,Senior Level,Full-time,Data Science,249500,USD,249500,US,On-Site,US,Medium
1965,2022,Senior Level,Full-time,Data Science,149850,USD,149850,US,On-Site,US,Medium
1966,2022,Entry Level,Full-time,Data Analyst,55000,USD,55000,US,On-Site,US,Medium
1967,2022,Entry Level,Full-time,Data Analyst,48000,USD,48000,US,On-Site,US,Medium
1968,2022,Senior Level,Full-time,Data Science,249500,USD,249500,US,On-Site,US,Medium
1969,2022,Senior Level,Full-time,Data Science,149850,USD,149850,US,On-Site,US,Medium
1970,2022,Mid Level,Full-time,Machine Learning,56000,EUR,58837,FR,Full-Remote,FR,Small
1971,2022,Senior Level,Full-time,Data Engineering,190000,USD,190000,US,Full-Remote,US,Medium
1972,2022,Senior Level,Full-time,Data Engineering,120000,USD,120000,US,Full-Remote,US,Medium
1973,2022,Senior Level,Full-time,Data Analyst,127000,USD,127000,US,Full-Remote,US,Medium
1974,2022,Senior Level,Full-time,Data Analyst,104000,USD,104000,US,Full-Remote,US,Medium
1975,2022,Senior Level,Full-time,Data Science,210000,USD,210000,US,Full-Remote,US,Medium
1976,2022,Senior Level,Full-time,Data Science,150000,USD,150000,US,Full-Remote,US,Medium
1977,2022,Senior Level,Full-time,Machine Learning,210000,USD,210000,US,Full-Remote,US,Medium
1978,2022,Senior Level,Full-time,Machine Learning,150000,USD,150000,US,Full-Remote,US,Medium
1979,2022,Senior Level,Full-time,Data Engineering,210000,USD,210000,US,Full-Remote,US,Medium
1980,2022,Senior Level,Full-time,Data Engineering,130000,USD,130000,US,Full-Remote,US,Medium
1981,2022,Senior Level,Full-time,Data Science,182750,USD,182750,US,Full-Remote,US,Medium
1982,2022,Senior Level,Full-time,Data Science,161500,USD,161500,US,Full-Remote,US,Medium
1983,2022,Mid Level,Full-time,Data Analyst,102640,USD,102640,US,Full-Remote,US,Medium
1984,2022,Mid Level,Full-time,Data Analyst,66100,USD,66100,US,Full-Remote,US,Medium
1985,2022,Senior Level,Full-time,Data Science,210000,USD,210000,US,Full-Remote,US,Medium
1986,2022,Senior Level,Full-time,Data Science,150000,USD,150000,US,Full-Remote,US,Medium
1987,2022,Senior Level,Full-time,Data Engineering,198800,USD,198800,US,On-Site,US,Medium
1988,2022,Senior Level,Full-time,Data Engineering,122600,USD,122600,US,On-Site,US,Medium
1989,2022,Mid Level,Full-time,Data Engineering,130000,USD,130000,US,Full-Remote,US,Medium
1990,2022,Mid Level,Full-time,Data Engineering,80000,USD,80000,US,Full-Remote,US,Medium
1991,2022,Senior Level,Full-time,Data Science,136000,USD,136000,US,Full-Remote,US,Medium
1992,2022,Senior Level,Full-time,Data Science,104000,USD,104000,US,Full-Remote,US,Medium
1993,2022,Senior Level,Full-time,Data Analyst,150000,USD,150000,US,Full-Remote,US,Medium
1994,2022,Senior Level,Full-time,Data Analyst,100000,USD,100000,US,Full-Remote,US,Medium
1995,2022,Entry Level,Full-time,Data Engineering,160000,USD,160000,US,On-Site,US,Medium
1996,2022,Entry Level,Full-time,Data Engineering,135000,USD,135000,US,On-Site,US,Medium
1997,2022,Senior Level,Full-time,Data Engineering,216000,USD,216000,US,Full-Remote,US,Medium
1998,2022,Senior Level,Full-time,Data Engineering,144000,USD,144000,US,Full-Remote,US,Medium
1999,2022,Executive Level,Full-time,Data Science,159000,USD,159000,US,Full-Remote,US,Medium
2000,2022,Executive Level,Full-time,Data Science,130000,USD,130000,US,Full-Remote,US,Medium
2001,2022,Senior Level,Full-time,Data Analyst,115934,USD,115934,US,Full-Remote,US,Medium
2002,2022,Senior Level,Full-time,Data Analyst,81666,USD,81666,US,Full-Remote,US,Medium
2003,2022,Senior Level,Full-time,Data Engineering,215000,USD,215000,US,Full-Remote,US,Medium
2004,2022,Senior Level,Full-time,Data Engineering,150000,USD,150000,US,Full-Remote,US,Medium
2005,2022,Senior Level,Full-time,Machine Learning,246000,USD,246000,US,Full-Remote,US,Medium
2006,2022,Senior Level,Full-time,Machine Learning,201000,USD,201000,US,Full-Remote,US,Medium
2007,2022,Mid Level,Full-time,Data Engineering,187000,USD,187000,US,Full-Remote,US,Medium
2008,2022,Mid Level,Full-time,Data Engineering,153000,USD,153000,US,Full-Remote,US,Medium
2009,2022,Senior Level,Full-time,Machine Learning,255000,USD,255000,MX,Full-Remote,MX,Medium
2010,2022,Senior Level,Full-time,Machine Learning,185000,USD,185000,MX,Full-Remote,MX,Medium
2011,2022,Mid Level,Full-time,Data Analyst,350000,GBP,430967,GB,On-Site,GB,Medium
2012,2022,Mid Level,Full-time,Data Analyst,45000,GBP,55410,GB,On-Site,GB,Medium
2013,2022,Senior Level,Full-time,Data Analyst,48000,EUR,50432,ES,On-Site,ES,Medium
2014,2022,Senior Level,Full-time,Data Analyst,38000,EUR,39925,ES,On-Site,ES,Medium
2015,2022,Senior Level,Full-time,Data Analyst,169000,USD,169000,US,On-Site,US,Medium
2016,2022,Senior Level,Full-time,Data Analyst,110600,USD,110600,US,On-Site,US,Medium
2017,2022,Entry Level,Full-time,Data Analyst,58000,EUR,60938,DE,On-Site,DE,Large
2018,2022,Senior Level,Full-time,Other,140000,USD,140000,US,Full-Remote,US,Medium
2019,2022,Senior Level,Full-time,Other,120000,USD,120000,US,Full-Remote,US,Medium
2020,2022,Mid Level,Full-time,Data Analyst,75000,USD,75000,US,Full-Remote,US,Medium
2021,2022,Mid Level,Full-time,Data Analyst,60000,USD,60000,US,Full-Remote,US,Medium
2022,2022,Senior Level,Full-time,Machine Learning,10000,USD,10000,CA,Half-Remote,AL,Small
2023,2022,Entry Level,Full-time,Data Analyst,50000,USD,50000,US,Half-Remote,US,Large
2024,2022,Mid Level,Full-time,Other,134000,USD,134000,US,Full-Remote,US,Medium
2025,2022,Mid Level,Full-time,Other,124000,USD,124000,US,Full-Remote,US,Medium
2026,2022,Senior Level,Full-time,Data Analyst,166700,USD,166700,US,On-Site,US,Medium
2027,2022,Senior Level,Full-time,Data Analyst,119000,USD,119000,US,On-Site,US,Medium
2028,2022,Entry Level,Full-time,Data Science,124234,USD,124234,US,On-Site,US,Medium
2029,2022,Entry Level,Full-time,Data Science,74540,USD,74540,US,On-Site,US,Medium
2030,2022,Mid Level,Full-time,Data Analyst,100000,USD,100000,US,Full-Remote,US,Medium
2031,2022,Mid Level,Full-time,Data Analyst,65000,USD,65000,US,Full-Remote,US,Medium
2032,2021,Mid Level,Full-time,Data Analyst,1250000,INR,16904,IN,Half-Remote,IN,Large
2033,2022,Entry Level,Full-time,Machine Learning,200000,USD,200000,CA,Half-Remote,CA,Large
2034,2022,Entry Level,Full-time,Machine Learning,12000,USD,12000,AR,Full-Remote,AR,Large
2035,2022,Senior Level,Full-time,Data Engineering,220000,USD,220000,US,Full-Remote,US,Medium
2036,2022,Senior Level,Full-time,Data Engineering,146000,USD,146000,US,Full-Remote,US,Medium
2037,2022,Senior Level,Full-time,Data Engineering,65000,EUR,68293,ES,On-Site,ES,Medium
2038,2022,Senior Level,Full-time,Data Engineering,35000,EUR,36773,ES,On-Site,ES,Medium
2039,2022,Senior Level,Full-time,Other,110000,USD,110000,US,On-Site,US,Medium
2040,2022,Senior Level,Full-time,Other,70000,USD,70000,US,On-Site,US,Medium
2041,2022,Entry Level,Full-time,Data Analyst,50000,USD,50000,US,Half-Remote,US,Large
2042,2022,Senior Level,Full-time,Data Engineering,120000,USD,120000,US,On-Site,US,Medium
2043,2022,Senior Level,Full-time,Data Engineering,95000,USD,95000,US,On-Site,US,Medium
2044,2022,Mid Level,Full-time,Data Analyst,150000,USD,150000,US,On-Site,US,Medium
2045,2022,Mid Level,Full-time,Data Analyst,100000,USD,100000,US,On-Site,US,Medium
2046,2022,Senior Level,Full-time,Data Science,45000,EUR,47280,ES,On-Site,ES,Medium
2047,2022,Senior Level,Full-time,Data Science,36000,EUR,37824,ES,On-Site,ES,Medium
2048,2022,Senior Level,Full-time,Data Architecture,190000,USD,190000,US,Full-Remote,US,Medium
2049,2022,Senior Level,Full-time,Data Architecture,135000,USD,135000,US,Full-Remote,US,Medium
2050,2022,Senior Level,Full-time,Data Science,128000,USD,128000,US,On-Site,US,Medium
2051,2022,Senior Level,Full-time,Data Science,81500,USD,81500,US,On-Site,US,Medium
2052,2022,Senior Level,Full-time,Data Science,173000,USD,173000,US,Full-Remote,US,Medium
2053,2022,Senior Level,Full-time,Data Science,110000,USD,110000,US,Full-Remote,US,Medium
2054,2022,Senior Level,Full-time,Machine Learning,192000,USD,192000,US,On-Site,US,Medium
2055,2022,Senior Level,Full-time,Machine Learning,120000,USD,120000,US,On-Site,US,Medium
2056,2022,Senior Level,Full-time,Data Analyst,115934,USD,115934,US,Full-Remote,US,Medium
2057,2022,Senior Level,Full-time,Data Analyst,81666,USD,81666,US,Full-Remote,US,Medium
2058,2022,Senior Level,Full-time,Data Analyst,120000,USD,120000,US,On-Site,US,Medium
2059,2022,Senior Level,Full-time,Data Analyst,95000,USD,95000,US,On-Site,US,Medium
2060,2022,Senior Level,Full-time,Top Level Management,190000,USD,190000,US,Full-Remote,US,Large
2061,2022,Senior Level,Full-time,Data Engineering,194000,USD,194000,US,Full-Remote,US,Medium
2062,2022,Senior Level,Full-time,Data Engineering,129400,USD,129400,US,Full-Remote,US,Medium
2063,2022,Senior Level,Full-time,Data Analyst,201000,USD,201000,US,Full-Remote,US,Medium
2064,2022,Senior Level,Full-time,Data Analyst,89200,USD,89200,US,Full-Remote,US,Medium
2065,2022,Senior Level,Full-time,Data Science,165000,USD,165000,US,On-Site,US,Medium
2066,2022,Senior Level,Full-time,Data Science,125000,USD,125000,US,On-Site,US,Medium
2067,2022,Senior Level,Full-time,Data Science,230000,USD,230000,US,Full-Remote,US,Medium
2068,2022,Senior Level,Full-time,Data Science,196000,USD,196000,US,Full-Remote,US,Medium
2069,2022,Mid Level,Full-time,Machine Learning,130000,USD,130000,US,On-Site,US,Medium
2070,2022,Mid Level,Full-time,Machine Learning,90000,USD,90000,US,On-Site,US,Medium
2071,2022,Mid Level,Full-time,Machine Learning,150000,USD,150000,US,Full-Remote,US,Medium
2072,2022,Mid Level,Full-time,Machine Learning,100000,USD,100000,US,Full-Remote,US,Medium
2073,2022,Mid Level,Full-time,Machine Learning,230000,USD,230000,US,On-Site,US,Medium
2074,2022,Mid Level,Full-time,Machine Learning,150000,USD,150000,US,On-Site,US,Medium
2075,2022,Senior Level,Full-time,Data Engineering,153600,USD,153600,US,On-Site,US,Medium
2076,2022,Senior Level,Full-time,Data Engineering,106800,USD,106800,US,On-Site,US,Medium
2077,2022,Mid Level,Full-time,Machine Learning,130000,USD,130000,US,Full-Remote,US,Medium
2078,2022,Mid Level,Full-time,Machine Learning,100000,USD,100000,US,Full-Remote,US,Medium
2079,2022,Senior Level,Full-time,Data Engineering,216000,USD,216000,US,Full-Remote,US,Medium
2080,2022,Senior Level,Full-time,Data Engineering,144000,USD,144000,US,Full-Remote,US,Medium
2081,2022,Mid Level,Full-time,Data Science,180000,USD,180000,US,On-Site,US,Medium
2082,2022,Mid Level,Full-time,Data Science,120000,USD,120000,US,On-Site,US,Medium
2083,2022,Entry Level,Full-time,Data Engineering,160000,USD,160000,US,On-Site,US,Medium
2084,2022,Entry Level,Full-time,Data Engineering,135000,USD,135000,US,On-Site,US,Medium
2085,2022,Senior Level,Full-time,Data Analyst,192500,USD,192500,US,Full-Remote,US,Medium
2086,2022,Senior Level,Full-time,Data Analyst,140000,USD,140000,US,Full-Remote,US,Medium
2087,2022,Senior Level,Full-time,Data Engineering,152500,USD,152500,US,On-Site,US,Medium
2088,2022,Senior Level,Full-time,Data Engineering,130000,USD,130000,US,On-Site,US,Medium
2089,2022,Senior Level,Full-time,Data Analyst,65000,USD,65000,US,Full-Remote,US,Medium
2090,2022,Senior Level,Full-time,Data Analyst,55000,USD,55000,US,Full-Remote,US,Medium
2091,2022,Senior Level,Full-time,Data Engineering,178750,USD,178750,US,On-Site,US,Medium
2092,2022,Senior Level,Full-time,Data Engineering,160000,USD,160000,US,On-Site,US,Medium
2093,2022,Mid Level,Full-time,Data Science,60000,EUR,63040,FR,Full-Remote,FR,Medium
2094,2022,Mid Level,Full-time,Data Science,50000,EUR,52533,FR,Full-Remote,FR,Medium
2095,2022,Mid Level,Full-time,Machine Learning,165000,USD,165000,US,On-Site,US,Medium
2096,2022,Mid Level,Full-time,Machine Learning,135000,USD,135000,US,On-Site,US,Medium
2097,2022,Senior Level,Full-time,Data Analyst,170000,USD,170000,US,Full-Remote,US,Medium
2098,2022,Senior Level,Full-time,Data Analyst,125000,USD,125000,US,Full-Remote,US,Medium
2099,2022,Senior Level,Full-time,Data Engineering,105000,USD,105000,US,On-Site,US,Medium
2100,2022,Senior Level,Full-time,Data Engineering,70000,USD,70000,US,On-Site,US,Medium
2101,2022,Senior Level,Full-time,Data Science,130000,USD,130000,US,On-Site,US,Medium
2102,2022,Senior Level,Full-time,Data Science,95000,USD,95000,US,On-Site,US,Medium
2103,2022,Senior Level,Full-time,Data Science,203500,USD,203500,US,On-Site,US,Medium
2104,2022,Senior Level,Full-time,Data Science,152000,USD,152000,US,On-Site,US,Medium
2105,2022,Senior Level,Full-time,Data Engineering,197430,USD,197430,US,Full-Remote,US,Medium
2106,2022,Senior Level,Full-time,Data Engineering,134760,USD,134760,US,Full-Remote,US,Medium
2107,2022,Mid Level,Full-time,Data Science,120000,USD,120000,US,Full-Remote,US,Medium
2108,2022,Senior Level,Full-time,Data Engineering,197000,USD,197000,US,On-Site,US,Medium
2109,2022,Senior Level,Full-time,Data Engineering,99000,USD,99000,US,On-Site,US,Medium
2110,2022,Senior Level,Full-time,Data Engineering,220000,USD,220000,US,Full-Remote,US,Medium
2111,2022,Senior Level,Full-time,Data Engineering,162000,USD,162000,US,Full-Remote,US,Medium
2112,2022,Mid Level,Full-time,Data Engineering,105120,EUR,110446,LT,On-Site,LT,Medium
2113,2022,Mid Level,Full-time,Data Engineering,75360,EUR,79178,LT,On-Site,LT,Medium
2114,2022,Mid Level,Full-time,Data Science,57000,GBP,70186,GB,On-Site,GB,Medium
2115,2022,Mid Level,Full-time,Data Science,42000,GBP,51716,GB,On-Site,GB,Medium
2116,2022,Senior Level,Full-time,Data Architecture,149040,USD,149040,US,Full-Remote,US,Medium
2117,2022,Senior Level,Full-time,Data Architecture,113900,USD,113900,US,Full-Remote,US,Medium
2118,2020,Mid Level,Full-time,Data Analyst,95000,USD,95000,US,On-Site,US,Medium
2119,2021,Senior Level,Full-time,Data Analyst,115000,USD,115000,US,Full-Remote,US,Small
2120,2022,Senior Level,Full-time,Data Analyst,171000,USD,171000,US,Full-Remote,AU,Large
2121,2022,Entry Level,Full-time,Data Analyst,13000,USD,13000,AR,Full-Remote,AR,Small
2122,2022,Senior Level,Full-time,Data Engineering,100000,USD,100000,US,On-Site,US,Medium
2123,2022,Senior Level,Full-time,Data Engineering,78000,USD,78000,US,On-Site,US,Medium
2124,2022,Senior Level,Full-time,Data Engineering,120000,USD,120000,US,On-Site,US,Medium
2125,2022,Senior Level,Full-time,Data Engineering,95000,USD,95000,US,On-Site,US,Medium
2126,2022,Senior Level,Full-time,Other,110000,USD,110000,US,On-Site,US,Medium
2127,2022,Senior Level,Full-time,Other,70000,USD,70000,US,On-Site,US,Medium
2128,2022,Entry Level,Freelancer,Data Analyst,50000,USD,50000,BE,Full-Remote,US,Small
2129,2022,Senior Level,Full-time,Data Science,185900,USD,185900,US,On-Site,US,Medium
2130,2022,Senior Level,Full-time,Data Science,129300,USD,129300,US,On-Site,US,Medium
2131,2022,Mid Level,Full-time,Data Analyst,150000,USD,150000,US,On-Site,US,Medium
2132,2022,Mid Level,Full-time,Data Analyst,100000,USD,100000,US,On-Site,US,Medium
2133,2022,Senior Level,Full-time,Data Engineering,230000,USD,230000,US,Full-Remote,US,Medium
2134,2022,Senior Level,Full-time,Data Engineering,154600,USD,154600,US,Full-Remote,US,Medium
2135,2022,Senior Level,Full-time,Machine Learning,204500,USD,204500,US,On-Site,US,Medium
2136,2022,Senior Level,Full-time,Machine Learning,142200,USD,142200,US,On-Site,US,Medium
